1,131213,78360,52411,442
2,108105,70869,37098,138
3,101381,75605,25556,220
4,82973,69680,13246,47
5,92886,73226,19524,136
6,93455,72942,20426,87
7,89637,73034,16486,117
8,55400,48631,6746,23
9,63393,52355,10967,71
10,71657,58332,13240,85
11,84727,68652,15997,78
12,93489,74995,18414,80
13,129745,97732,31901,112
14,141377,99552,41670,155
15,86402,69033,17293,76
